capacity,current_occupancy,occupancy_rate,empty_beds,is_full,food_needed,water_required,kits_per_person,volunteers_per_person,medical_kits,volunteers_required
95,95,1.0,0,1,764,849,0.677610677981763,0.5829518987521911,65,57
379,229,0.604221635883905,150,0,1425,1953,0.692637890295861,0.5149227102620464,156,117
338,41,0.12130177514792899,297,0,268,418,0.8003882780121778,0.27594431867029384,30,10
374,125,0.3342245989304813,249,0,757,1716,0.6617519455676705,0.3131477732529455,83,39
966,193,0.1997929606625259,773,0,2020,1720,0.6880268953343597,0.40423417754259244,134,77
392,181,0.461734693877551,211,0,1683,2376,0.6115307777958403,0.3645061602701559,112,64
439,206,0.46924829157175396,233,0,1449,1853,0.6968989890216479,0.40185698651311696,146,82
906,894,0.9867549668874173,12,0,7955,9164,0.7144065901137128,0.3859837733903784,641,343
594,400,0.6734006734006734,194,0,3057,4530,0.6889187798940472,0.5622182553538049,273,224
955,694,0.7267015706806282,261,0,5116,8856,0.799964115636779,0.2936625685234931,555,204
76,68,0.8947368421052632,8,0,737,919,0.5946410878257518,0.32070050931804467,40,23
558,386,0.6917562724014337,172,0,3695,3119,0.8812000582081899,0.27599898039821014,340,107
115,48,0.41739130434782606,67,0,360,423,0.6283905476379136,0.27647240324001426,31,15
701,30,0.042796005706134094,671,0,225,302,0.6083717753086548,0.5956833568682545,22,16
615,543,0.8829268292682927,72,0,4991,7020,0.6611464972297224,0.506397382405684,359,273
261,260,0.9961685823754789,1,0,1775,2958,0.7175699830739879,0.4289094213845247,184,111
858,491,0.5722610722610723,367,0,4456,4525,0.8271151500605669,0.48012956298624554,407,234
386,219,0.5673575129533679,167,0,2393,2049,0.6391589150853922,0.5713268102835489,140,126
669,669,1.0,0,1,4181,9031,0.6553485704945403,0.34328808448538817,438,230
642,370,0.5763239875389408,272,0,3520,3420,0.7856264393035475,0.34712098206424025,287,127
339,325,0.9587020648967551,14,0,2175,2613,0.7630719889869326,0.5150950576282827,249,167
137,55,0.40145985401459855,82,0,479,605,0.7460291761681894,0.5323128649890521,43,29
399,376,0.9423558897243107,23,0,2408,4994,0.7724431113430554,0.33414534700937226,295,126
66,40,0.6060606060606061,26,0,447,497,0.622626756145495,0.3059962161608728,25,10
562,350,0.6227758007117438,212,0,3584,4155,0.8741568586853751,0.4810647589215959,304,167
270,93,0.34444444444444444,177,0,750,1245,0.7122730768189527,0.5071477756626561,66,46
617,268,0.4343598055105348,349,0,2429,2537,0.829668449398159,0.5645434400394662,220,152
599,598,0.998330550918197,1,0,6066,5374,0.6312268414152933,0.39618618124182514,378,237
150,113,0.7533333333333333,37,0,1229,918,0.6809996976050783,0.42506640111313604,77,46
271,221,0.8154981549815498,50,0,1558,2614,0.8284794715943311,0.29242481176597157,182,64
648,458,0.7067901234567902,190,0,3054,5847,0.7327697692555261,0.5178321600629596,335,237
976,144,0.14754098360655737,832,0,1157,1304,0.7012486087568092,0.48345514696748193,99,68
360,338,0.9388888888888889,22,0,3157,4372,0.5895720591048349,0.4124781855386631,197,138
819,338,0.4126984126984127,481,0,2384,3571,0.7041800724096464,0.5452359679138611,238,184
493,322,0.6531440162271805,171,0,2804,4250,0.8799198167896529,0.40076903598872793,282,130
335,217,0.6477611940298508,118,0,2052,2633,0.5895916443625453,0.3631688344666755,129,79
438,185,0.4223744292237443,253,0,1442,1903,0.6475484767344253,0.4489306177622132,118,82
334,44,0.1317365269461078,290,0,352,380,0.7374487153309564,0.29455213181835244,29,11
665,277,0.41654135338345866,388,0,2274,2282,0.8441039755259152,0.3208131004374163,232,86
147,127,0.8639455782312925,20,0,1310,1692,0.5800503506579383,0.46541752756345167,73,57
150,39,0.26,111,0,300,453,0.591722658844815,0.33998697350495316,24,14
782,54,0.06905370843989769,728,0,543,578,0.8819696672666728,0.28574451505899656,48,15
582,284,0.4879725085910653,298,0,2036,2732,0.7366455881679902,0.4622843730418847,207,131
644,489,0.7593167701863354,155,0,3977,6363,0.7793507386734577,0.3258027210439212,379,158
890,583,0.6550561797752809,307,0,4401,5304,0.7545244941127237,0.2988332859522568,443,173
230,165,0.717391304347826,65,0,1358,2188,0.7412176847659623,0.35109203630600144,123,57
942,827,0.8779193205944799,115,0,5984,11459,0.8667345665944441,0.3173955719304091,715,262
396,293,0.73989898989899,103,0,2913,3980,0.847937892409199,0.47158749807732214,245,138
977,226,0.23132036847492324,751,0,2022,2754,0.8873026349265901,0.42024868632563595,203,96
176,58,0.32954545454545453,118,0,464,606,0.6369381352506346,0.3154739200260809,40,19
273,202,0.73992673992674,71,0,2058,1936,0.6590191714102167,0.5529613423532944,132,111
988,548,0.5546558704453441,440,0,5943,5886,0.8155737300151611,0.40070543442285966,447,221
528,290,0.5492424242424242,238,0,2299,3013,0.6512574762724169,0.27330174795332557,188,77
424,237,0.5589622641509434,187,0,2140,2434,0.7766937589218126,0.28830590586198673,187,68
89,70,0.7865168539325843,19,0,647,635,0.6781423800054613,0.2912619356167496,48,19
632,228,0.36075949367088606,404,0,1660,2444,0.7201190356679291,0.256589389934279,164,56
118,109,0.923728813559322,9,0,649,1041,0.8605215755500031,0.5131056059266237,94,55
78,49,0.6282051282051282,29,0,512,574,0.7854481880476543,0.27368290463528067,42,14
907,890,0.9812568908489526,17,0,7355,8330,0.5858759951873996,0.5212949325633179,519,466
628,116,0.18471337579617833,512,0,1161,1367,0.6872601660698103,0.5451109298686473,76,61
315,54,0.17142857142857143,261,0,370,747,0.7908909437768373,0.3778620054840571,43,21
927,773,0.8338727076591155,154,0,6103,10455,0.8387360415739659,0.4610360948210789,646,357
745,72,0.09664429530201342,673,0,575,628,0.6740800820720794,0.5184482484753468,47,37
445,318,0.7146067415730337,127,0,2231,3333,0.7974075499152693,0.5868417816539497,251,186
167,126,0.7544910179640718,41,0,1121,1185,0.6415006089994894,0.40707598241714293,80,51
470,462,0.9829787234042553,8,0,3280,4072,0.5526464530061891,0.2991117983657578,255,138
664,453,0.6822289156626506,211,0,3600,5078,0.764221713924488,0.35618055888069955,347,162
300,238,0.7933333333333333,62,0,2389,2208,0.6452732019808248,0.4121208888656365,154,96
489,322,0.6584867075664622,167,0,3464,4376,0.7085099878400828,0.3372660162348493,227,108
750,400,0.5333333333333333,350,0,3790,3926,0.748357183024027,0.32194100809209836,298,128
281,254,0.9039145907473309,27,0,2521,2989,0.682038764614978,0.40304597393764574,174,102
301,241,0.8006644518272426,60,0,2093,3015,0.5670752453538149,0.5056337672343718,137,123
704,538,0.7642045454545454,166,0,3385,6745,0.7068757329087181,0.3129066454498259,382,169
827,630,0.7617896009673518,197,0,6335,5297,0.6649192208483807,0.4751707115182681,424,299
850,127,0.14941176470588236,723,0,800,1573,0.6577335226198278,0.30409822529020336,87,37
464,344,0.7413793103448276,120,0,2553,3274,0.5868768044790991,0.30710325576317726,202,104
826,131,0.1585956416464891,695,0,932,1238,0.8713901909191546,0.3361220053703839,115,43
723,641,0.8865836791147994,82,0,5655,8055,0.8257047433409487,0.48843974561968134,533,311
830,443,0.5337349397590362,387,0,3467,5592,0.5967684952768787,0.26534321042979336,258,117
701,446,0.6362339514978602,255,0,3330,5210,0.5587053737776803,0.3091931972859063,248,137
411,159,0.38686131386861317,252,0,1418,2185,0.7504418811602505,0.4538260103825709,120,70
722,236,0.3268698060941828,486,0,1887,2152,0.8210879863170513,0.5148535445364427,195,121
285,184,0.6456140350877193,101,0,1694,1954,0.673482734042899,0.26559466864063547,126,49
975,555,0.5692307692307692,420,0,4577,5130,0.625273499961614,0.26374434236992894,350,146
679,345,0.508100147275405,334,0,3273,4664,0.7184319379962618,0.4757454907192106,248,164
347,203,0.5850144092219021,144,0,1761,1990,0.696865269785615,0.47009109737248755,139,95
209,134,0.6411483253588517,75,0,1069,1483,0.8420529655701356,0.37647674097667005,115,51
580,358,0.6172413793103448,222,0,3648,3983,0.8158890109877646,0.5472273927936249,291,196
508,76,0.14960629921259844,432,0,686,935,0.8776034950406421,0.48375853802118984,66,36
928,483,0.5204741379310345,445,0,3660,4782,0.5855964202556275,0.49562441005152047,279,237
652,312,0.4785276073619632,340,0,3155,3626,0.7218002567217925,0.5520670790607933,226,170
902,294,0.3259423503325942,608,0,2009,3062,0.8797768063519005,0.4465892877749127,258,130
863,282,0.3267670915411356,581,0,2469,2979,0.7272523033550826,0.5347476781860725,203,150
823,70,0.0850546780072904,753,0,574,753,0.6340828476547808,0.3127941400397278,43,19
536,184,0.34328358208955223,352,0,1292,1895,0.661354703689026,0.3741123926357891,123,69
706,446,0.6317280453257791,260,0,3301,4448,0.8236227141709057,0.45659515389482885,366,203
635,266,0.4188976377952756,369,0,1636,3434,0.6476799110026488,0.5160152866048306,170,137
539,78,0.14471243042671614,461,0,798,935,0.6428500171218322,0.33775248787638257,47,26
526,102,0.19391634980988592,424,0,929,1367,0.8409328709686061,0.4737700748962261,86,48
169,43,0.25443786982248523,126,0,464,589,0.8215827841171421,0.27512471951978745,35,12
842,103,0.12232779097387174,739,0,1071,1310,0.8842099689460978,0.3751110928510233,88,39
590,514,0.8711864406779661,76,0,5099,6168,0.7777444331726782,0.5850930937402052,400,301
722,131,0.1814404432132964,591,0,859,1823,0.8942273817756443,0.4662871560969306,118,60
501,446,0.8902195608782435,55,0,2929,3959,0.6772040111327765,0.4791896098494561,299,214
647,445,0.6877897990726429,202,0,4382,4351,0.5502498424966574,0.5071921911938874,243,226
966,496,0.5134575569358178,470,0,4806,4834,0.6085937156832179,0.3519311620469219,301,173
830,487,0.5867469879518072,343,0,4145,5626,0.7819389152385465,0.49267547339825213,383,239
995,258,0.2592964824120603,737,0,1988,3312,0.8274599843805293,0.3477078797608871,212,89
877,807,0.9201824401368301,70,0,8760,10492,0.8660992265169245,0.29556053169871227,700,236
567,528,0.9312169312169312,39,0,5158,6816,0.8733092296862659,0.2800615421720078,460,146
394,49,0.12436548223350254,345,0,499,507,0.5591279857757596,0.2933199315393554,26,15
701,201,0.2867332382310984,500,0,2099,1965,0.8811751533475816,0.4130282569913246,176,82
951,639,0.6719242902208202,312,0,6855,6030,0.7583332752796509,0.5171985415553549,483,330
986,844,0.8559837728194726,142,0,6890,11389,0.6686957647609508,0.3284360363845833,565,277
226,175,0.7743362831858407,51,0,1427,1982,0.5880249247719794,0.36257545017651166,101,64
73,58,0.7945205479452054,15,0,339,735,0.6722775002292133,0.5493599141917094,41,32
625,221,0.3536,404,0,2388,2306,0.747659400691632,0.47439089303258397,160,104
106,95,0.8962264150943396,11,0,987,762,0.6241998650656444,0.5298202052011479,59,50
816,688,0.8431372549019608,128,0,6907,7944,0.6207938409356284,0.4862270536151124,427,333
387,272,0.7028423772609819,115,0,1743,2574,0.8682612767998095,0.43968754108928265,238,119
798,383,0.4799498746867168,415,0,2839,4470,0.8438734983496043,0.43701179552464764,323,167
848,80,0.09433962264150944,768,0,504,944,0.8204632363148388,0.4727233558755751,64,38
333,177,0.5315315315315315,156,0,1464,2177,0.8039723147184978,0.31394735377466954,141,56
873,75,0.0859106529209622,798,0,719,789,0.8697631210689767,0.45036505580025155,62,33
460,51,0.1108695652173913,409,0,419,714,0.6035912154403756,0.35446129399891035,30,18
568,63,0.11091549295774648,505,0,689,662,0.8868348007661684,0.41460616438914233,56,26
969,722,0.7450980392156863,247,0,7233,5854,0.8528052107593922,0.41913988405342373,614,303
316,130,0.41139240506329117,186,0,838,1530,0.8196640226722716,0.5112488917265765,108,64
288,62,0.2152777777777778,226,0,625,721,0.8849279789414605,0.5749776509785163,55,36
937,53,0.05656350053361793,884,0,515,425,0.6934992006998859,0.40553634386984083,36,21
502,31,0.061752988047808766,471,0,234,342,0.7784194191612519,0.5625663869903685,23,17
160,156,0.975,4,0,1274,1550,0.6824758970924127,0.26289330085397966,104,40
592,140,0.23648648648648649,452,0,1507,1442,0.7667883548897353,0.5341444141858034,109,75
577,369,0.6395147313691508,208,0,2619,3257,0.7472812884105615,0.5156274413624797,274,191
298,171,0.5738255033557047,127,0,1802,1443,0.7737990751981313,0.42905161052271557,132,72
323,256,0.7925696594427245,67,0,2770,2582,0.7425050004599244,0.5367023510001099,192,137
757,613,0.809775429326288,144,0,6360,6516,0.7617963727661208,0.2555630321608975,463,154
621,325,0.5233494363929146,296,0,3228,2865,0.81740752423519,0.394543327609952,265,129
609,263,0.4318555008210181,346,0,1849,3054,0.5774750485883915,0.3713217089266332,148,96
974,703,0.7217659137577002,271,0,4945,6588,0.8757656869967361,0.5283745283532234,618,371
799,46,0.057571964956195244,753,0,463,413,0.6420364323884022,0.38089944050983626,34,19
478,231,0.48326359832635984,247,0,2466,2687,0.6850908660707324,0.516697881645733,159,119
382,214,0.5602094240837696,168,0,1554,1807,0.7675141120505861,0.3282621033338149,165,70
708,675,0.9533898305084746,33,0,6020,9367,0.6268322991724506,0.5463210435330657,423,368
615,459,0.7463414634146341,156,0,3775,5910,0.7488155192523057,0.25276645302464934,342,118
785,432,0.5503184713375796,353,0,4319,3502,0.8557347169519331,0.5866230747484431,367,253
702,693,0.9871794871794872,9,0,6545,8391,0.8652788971881069,0.3078295909442837,601,214
83,77,0.927710843373494,6,0,491,964,0.7990122314807082,0.3169278960498659,64,25
548,421,0.7682481751824818,127,0,3720,4611,0.5975771654249311,0.4737178210726424,251,198
738,141,0.1910569105691057,597,0,1485,1948,0.7456939556641707,0.4010172314781306,104,56
885,573,0.6474576271186441,312,0,3465,5606,0.7965960684133598,0.4594500408822721,452,261
559,444,0.7942754919499105,115,0,4617,5141,0.7356454819594715,0.48387439960873335,325,215
646,64,0.09907120743034056,582,0,606,845,0.8204462655445153,0.47369469851924717,50,31
53,44,0.8301886792452831,9,0,316,363,0.8481425178272672,0.4444437966278739,34,18
685,277,0.4043795620437956,408,0,2228,2734,0.8842730180707055,0.27305626253952564,244,74
745,208,0.2791946308724832,537,0,1889,2021,0.5763128770486898,0.3625349894640214,121,76
452,244,0.5398230088495575,208,0,2308,3013,0.7562947063413349,0.43425656170335447,184,104
59,40,0.6779661016949152,19,0,249,426,0.6875464330908503,0.29355410832298506,26,11
332,154,0.463855421686747,178,0,968,1567,0.7287288209682344,0.5207958378652517,109,81
837,553,0.6606929510155317,284,0,4677,4435,0.5665083767944381,0.5101711503161712,313,282
764,567,0.7421465968586387,197,0,5800,4666,0.8422822531375418,0.2682307818812091,476,153
415,253,0.6096385542168675,162,0,2695,2733,0.8042680767876609,0.25153934154643554,205,63
53,51,0.9622641509433962,2,0,394,470,0.6501462079563735,0.5991897421544155,35,30
781,695,0.8898847631241997,86,0,6131,7911,0.7845819564001353,0.45792621232442854,543,320
167,123,0.7365269461077845,44,0,1110,1303,0.788102634110059,0.4172637636703883,97,51
608,601,0.9884868421052632,7,0,6059,5577,0.5594252083870059,0.3972080582453055,339,239
443,258,0.582392776523702,185,0,1619,2112,0.781784136360565,0.3857112731498605,200,98
615,462,0.751219512195122,153,0,4044,6351,0.674243681120013,0.3741832398065243,312,173
317,212,0.668769716088328,105,0,1446,1915,0.7966929436743542,0.36731479710242154,170,77
87,86,0.9885057471264368,1,0,909,1079,0.7974691584688626,0.26179022934807566,70,22
238,193,0.8109243697478992,45,0,1197,2567,0.7643943013891131,0.3636121009384391,148,70
292,159,0.5445205479452054,133,0,1331,1613,0.6263176503341678,0.5034292987334636,99,81
605,129,0.21322314049586777,476,0,1143,1093,0.8042970685973936,0.5733469885921325,100,74
463,65,0.14038876889848811,398,0,572,794,0.7756140550332293,0.3244053646608922,51,21
438,93,0.21232876712328766,345,0,835,1026,0.5713331469036025,0.5384424284173099,52,49
65,65,1.0,0,1,625,719,0.6854826791401541,0.394706884598893,43,24
239,51,0.21338912133891214,188,0,363,503,0.6910410646665378,0.414908234291844,38,17
841,252,0.29964328180737215,589,0,2067,2829,0.7334195402583146,0.3083810204203456,182,79
473,442,0.9344608879492601,31,0,4539,5265,0.5665170312862866,0.41867396432846193,247,185
849,194,0.22850412249705537,655,0,2092,2551,0.5713230850113284,0.46452617634684545,108,89
783,469,0.598978288633461,314,0,3263,4728,0.7259781454359132,0.31878004160642087,340,149
879,616,0.7007963594994312,263,0,4331,5611,0.7045143100741407,0.43924160369084875,433,270
530,74,0.13962264150943396,456,0,775,653,0.8868188887989619,0.3416753406442092,68,25
582,275,0.4725085910652921,307,0,1914,3024,0.5604195087984448,0.31142071384881215,151,87
262,71,0.27099236641221375,191,0,790,924,0.8254453671939541,0.3663029010521104,54,25
292,263,0.9006849315068494,29,0,2638,3156,0.6684982764415702,0.34899370461107937,175,90
945,266,0.2814814814814815,679,0,2932,3401,0.7587741876815528,0.5811313735526056,200,153
160,160,1.0,0,1,1719,1474,0.8309881084861108,0.3826928238289885,131,63
234,97,0.41452991452991456,137,0,824,1033,0.7857897529050588,0.41153466831649765,75,39
766,418,0.5456919060052219,348,0,3096,4028,0.723135415692592,0.2567225889900377,303,106
593,317,0.5345699831365935,276,0,2600,2932,0.7084921661572109,0.4559144889046164,227,144
391,54,0.13810741687979539,337,0,399,447,0.6137294127239797,0.5163888952727305,33,28
808,720,0.8910891089108911,88,0,4331,6951,0.7959092576810883,0.5407930005277972,572,389
117,57,0.48717948717948717,60,0,457,475,0.7844961998314072,0.5430534577799461,43,31
824,655,0.7949029126213593,169,0,6327,6255,0.8389047693289355,0.3950250708041617,548,258
920,328,0.3565217391304348,592,0,2312,3887,0.8496378828212614,0.34736979510953075,279,115
374,293,0.7834224598930482,81,0,3181,3063,0.6578738211782148,0.43268816496722956,191,126
684,320,0.4678362573099415,364,0,3461,2667,0.6745846133870771,0.2854009271435164,214,91
653,236,0.3614088820826952,417,0,1867,2136,0.8535782448104514,0.4147747861122124,202,99
337,282,0.8367952522255193,55,0,1817,3341,0.8919082433859085,0.5537047153815762,251,156
942,369,0.39171974522292996,573,0,3846,3547,0.592856599823859,0.4239270706071413,215,154
740,554,0.7486486486486487,186,0,3875,4922,0.8832335621106975,0.5693543443809095,490,314
926,115,0.12419006479481641,811,0,1114,1485,0.6653952027727011,0.3983819540808596,79,45
297,239,0.8047138047138047,58,0,2428,3123,0.7534963127955749,0.38744056982517816,179,92
958,293,0.3058455114822547,665,0,2837,2500,0.7068428057328298,0.5726843082322541,206,167
760,223,0.29342105263157897,537,0,1844,2834,0.7310358234465395,0.47747115639789034,160,106
142,110,0.7746478873239436,32,0,703,1139,0.7220398858907366,0.5136575507259171,80,57
212,138,0.6509433962264151,74,0,1022,1733,0.8434278438766278,0.3075319765544472,116,41
348,189,0.5431034482758621,159,0,1370,2178,0.7306981469545539,0.3519203443485014,137,67
403,328,0.8138957816377171,75,0,3405,3996,0.742847688195955,0.5268003983086336,245,171
777,320,0.4118404118404118,457,0,2573,4054,0.5750440997629153,0.3258043974538469,184,106
812,671,0.8263546798029556,141,0,6088,8562,0.8443984178537101,0.28786021370555726,568,191
526,155,0.2946768060836502,371,0,1472,1512,0.7532316800252019,0.5137869723023394,116,79
982,936,0.9531568228105907,46,0,7361,11089,0.7820826428230532,0.5842206658000133,732,547
918,169,0.1840958605664488,749,0,1529,1740,0.5749784678176038,0.5970229589502984,96,99
726,196,0.2699724517906336,530,0,1802,2296,0.5600429532305119,0.46829756773120845,108,90
920,669,0.7271739130434782,251,0,4671,8132,0.753441972560267,0.5257598259069807,505,352
307,62,0.20195439739413681,245,0,652,506,0.5596587621890045,0.2924131294751594,33,17
997,657,0.6589769307923772,340,0,6906,7380,0.6704647632329759,0.43753588311714803,439,286
977,375,0.38382804503582396,602,0,3521,4571,0.577569526548487,0.46704540458741445,217,175
572,343,0.5996503496503497,229,0,3305,4470,0.7934481173936834,0.3887049805115235,271,134
148,106,0.7162162162162162,42,0,1007,1034,0.7141002405976743,0.5992857531479454,76,62
72,67,0.9305555555555556,5,0,660,706,0.8006801389779397,0.5338024970424811,51,35
327,165,0.5045871559633027,162,0,998,1355,0.7732422992397856,0.5649646448306115,126,92
834,170,0.2038369304556355,664,0,1360,2101,0.8054468478409788,0.323785918879077,136,54
708,512,0.7231638418079096,196,0,3786,6103,0.615420396911321,0.39580962541784825,318,202
844,567,0.6718009478672986,277,0,3591,5849,0.7249377171713868,0.3131326409101621,408,178
943,102,0.10816542948038176,841,0,644,1049,0.6908038689346904,0.578292508095559,72,57
559,387,0.6923076923076923,172,0,3244,3431,0.7113393609698492,0.5029684223326678,270,193
129,57,0.4418604651162791,72,0,345,706,0.7184334151583853,0.45186526998154053,39,24
124,91,0.7338709677419355,33,0,747,1148,0.7286637468734509,0.5121165926912055,64,47
458,87,0.18995633187772926,371,0,751,934,0.569624420411525,0.2961173479573802,50,27
680,626,0.9205882352941176,54,0,6531,6311,0.6629389186205187,0.2806309922537347,414,174
315,222,0.7047619047619048,93,0,1943,2465,0.725336555823332,0.40965793571665066,162,91
355,237,0.6676056338028169,118,0,2430,2543,0.7916156779873565,0.3101783494927109,185,73
72,72,1.0,0,1,540,824,0.8356429926567699,0.45264632002583716,62,32
540,442,0.8185185185185185,98,0,2859,4706,0.7093397561292051,0.3632474590593042,311,160
552,168,0.30434782608695654,384,0,1096,1528,0.8648515526393821,0.5954394657075899,142,100
215,73,0.3395348837209302,142,0,603,999,0.6645333845903886,0.4582552169612346,50,33
677,488,0.7208271787296898,189,0,5322,5525,0.6795588058403637,0.4569332616555354,330,222
585,168,0.28717948717948716,417,0,998,2136,0.5841768998168166,0.5280732184306487,100,88
146,91,0.6232876712328768,55,0,582,1209,0.6956095636993143,0.4384932526387278,64,40
149,41,0.2751677852348993,108,0,342,493,0.6449813877396772,0.43330989739615017,24,18
459,194,0.4226579520697168,265,0,1278,2315,0.6617776199450044,0.4625301745521083,130,89
459,332,0.7233115468409586,127,0,3441,4625,0.8975636049302692,0.2707597102130884,296,88
501,248,0.49500998003992014,253,0,1577,3398,0.8607574042214021,0.3727892481581672,211,92
822,752,0.9148418491484185,70,0,6857,6953,0.6235680711716632,0.26508376625511326,467,198
343,178,0.5189504373177842,165,0,1177,1451,0.8409392997621608,0.4586637938820438,150,82
697,467,0.6700143472022956,230,0,3791,4993,0.761393637345177,0.3803076342769854,355,176
385,186,0.4831168831168831,199,0,1220,2052,0.7190584402768847,0.4062018286637472,135,76
208,192,0.9230769230769231,16,0,2006,2570,0.7798032615305771,0.29290153884703807,153,53
357,342,0.957983193277311,15,0,2745,3950,0.6701786275954887,0.5280808549047066,227,180
304,171,0.5625,133,0,1487,2018,0.8031710624748505,0.33357733969565423,136,57
542,190,0.3505535055350554,352,0,1683,1833,0.6003906702884226,0.4357103319741875,113,84
745,589,0.7906040268456376,156,0,5237,7112,0.846247076391124,0.3951245088574433,501,233
237,59,0.2489451476793249,178,0,624,801,0.7721522655049655,0.28083432970461275,45,16
984,221,0.22459349593495934,763,0,2362,2547,0.7118413024716285,0.32351296474725794,159,72
651,123,0.1889400921658986,528,0,1283,1155,0.7492965083353953,0.5264197435870694,94,63
309,258,0.8349514563106796,51,0,1652,3568,0.5753437405351665,0.4160459876580084,150,107
200,199,0.995,1,0,1946,2421,0.8114329974092849,0.3637675388283552,158,71
920,482,0.5239130434782608,438,0,3263,5817,0.6528751066149934,0.50840013081161,317,244
340,57,0.1676470588235294,283,0,421,581,0.7224976452352692,0.4492052666484644,37,25
826,445,0.5387409200968523,381,0,4770,5894,0.742925574469493,0.49697657794468447,333,221
634,602,0.9495268138801262,32,0,4808,6344,0.8806628821336481,0.25812012894642733,527,154
328,208,0.6341463414634146,120,0,1687,2696,0.7986831322085002,0.5491477020890907,166,113
878,589,0.6708428246013668,289,0,5903,7530,0.7194342051713343,0.5637654030014485,425,332
510,215,0.4215686274509804,295,0,1748,2899,0.74804023648449,0.29927465723244,158,65
609,349,0.5730706075533661,260,0,3009,3959,0.7563132385515531,0.34960193465190986,263,123
409,154,0.3765281173594132,255,0,1172,1346,0.6812099196285988,0.2959487029594043,107,43
104,96,0.9230769230769231,8,0,807,830,0.6501847083614354,0.30986983935758733,62,30
391,234,0.59846547314578,157,0,2467,1925,0.6925869135409832,0.42884754535784647,162,100
873,853,0.97709049255441,20,0,9190,11652,0.6993048545963956,0.2731737460049807,593,232
703,351,0.4992887624466572,352,0,2305,3042,0.7427118545081229,0.5849881604679894,259,205
889,509,0.5725534308211474,380,0,3527,5091,0.6361564057125303,0.2862618025766701,322,145
411,278,0.6763990267639902,133,0,2688,3639,0.8262977929710527,0.40296915126946753,228,110
774,77,0.09948320413436693,697,0,764,968,0.5533260917051217,0.5647048652383484,39,44
908,721,0.7940528634361234,187,0,4372,7563,0.8393481104139993,0.35377377424937495,604,255
724,245,0.3383977900552486,479,0,2243,2380,0.5913567123732658,0.4301132142532903,143,105
512,106,0.20703125,406,0,1048,1424,0.676007389123338,0.36063978752857406,73,38
436,93,0.21330275229357798,343,0,668,1103,0.7356180206379558,0.449460754785886,64,43
654,104,0.15902140672782875,550,0,737,983,0.6313780409994673,0.5630772758809997,64,59
502,203,0.4043824701195219,299,0,1585,2347,0.7767200879286846,0.4470453005198854,162,90
243,188,0.7736625514403292,55,0,1983,1927,0.8555299458265673,0.4821970582636047,157,90
57,37,0.6491228070175439,20,0,370,307,0.675245116928083,0.2669539196921212,23,10
259,239,0.9227799227799228,20,0,2297,3134,0.6666995844403711,0.5108683041156319,161,122
876,602,0.6872146118721462,274,0,3845,5845,0.6610614375455854,0.5358088912919377,395,323
213,75,0.352112676056338,138,0,636,800,0.7775556841792395,0.5751054376785011,56,41
334,98,0.2934131736526946,236,0,1081,1038,0.825232032130614,0.5505595037675135,83,53
600,74,0.12333333333333334,526,0,807,908,0.651556559955809,0.5855471810836999,47,44
796,672,0.8442211055276382,124,0,4755,7445,0.6325554111366468,0.5599166917063323,423,376
646,93,0.14396284829721362,553,0,728,877,0.5732881180293875,0.3354401525865883,53,30
869,523,0.6018411967779056,346,0,3954,4761,0.5830047466769456,0.47094749010691755,300,246
319,46,0.14420062695924765,273,0,394,412,0.7381763470661314,0.4088815221970962,33,18
290,55,0.1896551724137931,235,0,588,531,0.6172265659603131,0.2506238226301273,30,15
841,369,0.43876337693222356,472,0,3565,3694,0.653274192111758,0.4684957422084319,240,171
979,83,0.08478038815117467,896,0,527,855,0.6332173319736484,0.4073978358302744,51,32
804,498,0.6194029850746269,306,0,4717,5338,0.8263902547639811,0.4198306305136849,410,208
289,66,0.22837370242214533,223,0,416,707,0.7261567250000502,0.47873397750399266,47,33
138,47,0.34057971014492755,91,0,403,616,0.6744826235697697,0.2651474537000683,32,13
558,336,0.6021505376344086,222,0,2953,2794,0.8201804072105289,0.38358713315185383,275,128
774,234,0.3023255813953488,540,0,1466,2783,0.7315886594716885,0.5169940437890717,172,121
980,458,0.4673469387755102,522,0,4389,3965,0.7726708231261117,0.5599567298977373,353,256
689,59,0.08563134978229318,630,0,513,561,0.7555494146142958,0.4718066889660748,43,29
305,95,0.3114754098360656,210,0,826,1276,0.8990040528903777,0.3727501873687612,86,32
305,196,0.6426229508196721,109,0,1405,2517,0.8687299514669852,0.42357323166276745,171,82
982,959,0.9765784114052953,23,0,8460,9454,0.8392003677088953,0.2703888307921629,803,259
268,41,0.15298507462686567,227,0,390,532,0.7146918627466713,0.44979153317767206,30,20
762,449,0.589238845144357,313,0,4491,4694,0.575268552005155,0.563359951681052,257,252
392,226,0.576530612244898,166,0,1766,2830,0.8812951381307293,0.4015934054412895,194,90
129,94,0.7286821705426356,35,0,883,926,0.8913770484040129,0.4917970462220309,86,46
760,68,0.08947368421052632,692,0,630,770,0.8383462833376842,0.5413440205689781,57,35
613,401,0.6541598694942904,212,0,3124,4148,0.7387352789494783,0.2545230601414131,294,103
602,371,0.6162790697674418,231,0,3442,3114,0.8636638950598079,0.5120396702571927,321,190
454,431,0.9493392070484582,23,0,3518,4703,0.5850935276489155,0.48351438361964794,250,208
116,47,0.4051724137931034,69,0,392,560,0.701845642021935,0.34167369075401427,29,15
